Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_12_000000000-CJG44_1_2104_5660_20559	1	2	33.333333	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_1104_14091_19919	2	2	50	3	2	1	66.66666666666666
M06508_19_000000000-CR8CR_1_1114_8823_15635	1	3	25	4	1	3	25
M06508_16_000000000-CMN9T_1_2110_27485_14912	26	27	49.056604	4	2	2	50
M06508_8_000000000-JTFYW_1_2113_17395_9259	1	3	25	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2101_17566_25834	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_29583_13853	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_22487_24054	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_14384_18247	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1114_10076_19450	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1103_9286_17317	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1109_9456_6698	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_11731_3907	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_9449_9783	1	24	4	9	1	8	11.11111111111111
M06508_8_000000000-JTFYW_1_2106_10834_8841	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_13506_24466	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_17811_20016	3	3	50	3	2	1	66.66666666666666
M06508_16_000000000-CMN9T_1_1113_25397_9880	4	4	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_10429_7934	1	8	11.111111	7	1	6	14.285714285714285
M06508_12_000000000-CJG44_1_1114_15996_27599	1	77	1.282051	46	1	45	2.1739130434782608
M06508_16_000000000-CMN9T_1_2101_8902_15227	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_10356_18230	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_14118_13221	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1104_11385_15701	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_18716_22263	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_9619_12430	99	99	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_13412_28368	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_11722_3660	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_16106_13278	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_9284_23101	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_27391_17312	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_16141_20273	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_22302_6473	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_21935_5163	3	5	37.5	4	1	3	25
M06508_16_000000000-CMN9T_1_1107_15943_17306	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1104_28104_12244	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_5327_23063	3	3	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_21113_5299	3	3	50	3	2	1	66.66666666666666
M06508_8_000000000-JTFYW_1_2108_12244_18685	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_17869_17459	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_21577_11810	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_14847_23263	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_15723_3034	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_20697_15568	3	5	37.5	4	2	2	50
M06508_8_000000000-JTFYW_1_2111_13159_18517	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_25553_23768	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_16324_8686	1	10	9.090909	7	1	6	14.285714285714285
M06508_8_000000000-JTFYW_1_2107_14049_27824	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_13799_20921	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_17259_3511	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_14089_14515	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_6589_18977	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_17037_18594	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_5718_15196	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_6790_21285	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_26874_22369	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1105_17258_20603	1	7	12.5	7	1	6	14.285714285714285
M06508_19_000000000-CR8CR_1_1109_14162_7722	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_12847_17294	2	7	22.222222	8	2	6	25
M06508_16_000000000-CMN9T_1_2104_4909_7718	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_22882_25464	3	15	16.666667	12	1	11	8.333333333333332
M06508_8_000000000-JTFYW_1_2114_18833_13269	4	4	50	2	1	1	50
M06508_12_000000000-CJG44_1_1110_15969_10416	2	12	14.285714	12	1	11	8.333333333333332
M06508_16_000000000-CMN9T_1_1112_9750_23566	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_27746_13414	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1111_24184_22266	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_18227_20200	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_24576_7304	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_24675_16389	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_16402_15585	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_14852_12077	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_24317_7667	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_16330_27749	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_13691_28495	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_26511_13268	1	4	20	5	1	4	20
M06508_18_000000000-CNPPR_1_2114_11077_11450	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1111_7131_19612	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_25665_12922	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_21149_4324	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1110_7334_4291	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_17671_17505	2	11	15.384615	10	1	9	10
M06508_12_000000000-CJG44_1_1104_3829_18954	10	20	33.333333	9	4	5	44.44444444444444
M06508_8_000000000-JTFYW_1_2107_9372_5164	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_16472_23147	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_17693_3403	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_17875_21485	1	17	5.555556	16	1	15	6.25
M06508_12_000000000-CJG44_1_1104_4138_16983	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1106_28206_18584	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_28573_15375	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_23800_4846	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_18054_2249	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_15319_7418	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_11114_14052	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_10412_16415	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_19773_13964	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1108_22013_5841	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_4011_14615	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_24825_13322	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_12280_12138	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_23766_9757	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_19936_17576	2	3	40	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2107_23044_22270	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_6978_10848	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_24361_15166	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_16598_12994	1	3	25	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2107_26283_15691	3	5	37.5	5	2	3	40
M06508_16_000000000-CMN9T_1_1103_21368_13352	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1104_6769_24926	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_13246_12103	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_16220_7321	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_14763_23791	1	5	16.666667	6	1	5	16.666666666666664
M06508_9_000000000-JTBW3_1_2114_4302_16808	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2114_28009_15630	1	10	9.090909	11	1	10	9.090909090909092
M06508_16_000000000-CMN9T_1_1104_4776_23620	12	12	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_10357_9430	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_12618_17163	4	34	10.526316	23	2	21	8.695652173913043
M06508_19_000000000-CR8CR_1_2109_21795_12452	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_5604_9993	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_23961_6343	7	7	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_18547_27049	1	17	5.555556	13	1	12	7.6923076923076925
M06508_18_000000000-CNPPR_1_2102_21349_3455	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_11606_18178	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_9285_6786	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_10718_8251	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_6077_6486	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_11407_7205	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_3861_22147	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_17762_8981	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_24825_18708	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_8058_4045	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_19103_10971	3	29	9.375	21	1	20	4.761904761904762
M06508_19_000000000-CR8CR_1_1105_9971_6739	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_3046_13415	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_5628_19889	1	115	0.862069	35	1	34	2.857142857142857
M06508_12_000000000-CJG44_1_2107_22278_13250	44	71	38.26087	40	23	17	57.49999999999999
M06508_12_000000000-CJG44_1_2102_24198_7358	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_9649_21249	3	3	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_20404_14477	1	25	3.846154	24	1	23	4.166666666666666
M06508_16_000000000-CMN9T_1_1111_24495_9214	4	4	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1102_17531_24457	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_13906_25638	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1103_5258_15632	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_21136_26724	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_10226_16826	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_20872_17086	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_19307_25477	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_22451_11626	7	7	50	5	4	1	80
M06508_18_000000000-CNPPR_1_2101_14257_7831	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_28300_15123	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_19696_5981	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_21204_11806	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_24349_15815	9	9	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_18935_18221	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_15242_13153	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_11498_25933	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_13674_19072	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_10739_19415	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1114_10404_25879	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_11017_16901	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2111_13450_20700	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_22294_9879	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_8635_12668	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_15312_8564	3	4	42.857143	4	2	2	50
M06508_18_000000000-CNPPR_1_2104_18026_23694	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_23612_20322	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_18261_20583	71	629	10.142857	38	1	37	2.631578947368421
M06508_16_000000000-CMN9T_1_1111_20848_11091	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_4657_17176	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_18063_13278	4	4	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_13221_13291	1	6	14.285714	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2106_14911_25909	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_12408_14647	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_23014_15507	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_13768_14570	26	57	31.325301	36	15	21	41.66666666666667
M06508_18_000000000-CNPPR_1_2101_25886_7156	2	9	18.181818	9	2	7	22.22222222222222
M06508_12_000000000-CJG44_1_1103_24624_20383	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_10555_8656	7	55	11.290323	42	3	39	7.142857142857142
M06508_12_000000000-CJG44_1_1103_21303_21947	3	4	42.857143	5	3	2	60
M06508_9_000000000-JTBW3_1_1105_7786_19318	1	85	1.162791	21	1	20	4.761904761904762
M06508_9_000000000-JTBW3_1_1110_18924_19089	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_17222_24923	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_19056_7520	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_14643_26165	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_11060_15097	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_8333_20462	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_8245_12372	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_13354_6328	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_12827_20272	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_11739_25204	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_10198_27380	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_25089_14213	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1113_9676_21050	1	2	33.333333	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_1106_22317_10554	5	5	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_20082_3480	6	7	46.153846	6	4	2	66.66666666666666
M06508_19_000000000-CR8CR_1_1112_12886_13393	1	9	10	8	1	7	12.5
M06508_8_000000000-JTFYW_1_2112_8875_18815	1	3	25	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1109_26981_18213	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_6415_23657	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_15692_10225	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_16612_3708	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_20752_10183	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_16914_6015	2	42	4.545455	32	2	30	6.25
M06508_12_000000000-CJG44_1_2106_23186_11141	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_24958_8638	1	11	8.333333	5	1	4	20
M06508_16_000000000-CMN9T_1_2106_8088_5556	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_23161_17398	1	9	10	9	1	8	11.11111111111111
M06508_12_000000000-CJG44_1_1110_26473_21883	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_14486_8143	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_16896_23033	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_23935_10246	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_13747_7766	1	4	20	4	1	3	25
M06508_16_000000000-CMN9T_1_1102_17327_11131	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_20913_7458	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_26851_13610	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2114_13107_19208	4	34	10.526316	18	4	14	22.22222222222222
M06508_12_000000000-CJG44_1_2101_24700_15384	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1109_8787_18874	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_24708_16454	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_27626_14733	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_17944_16454	8	55	12.698413	38	1	37	2.631578947368421
M06508_18_000000000-CNPPR_1_1106_27472_11085	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_6286_12292	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_18812_3240	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_24330_5627	1	2	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2110_11600_18867	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_20708_19153	5	70	6.666667	53	3	50	5.660377358490567
M06508_19_000000000-CR8CR_1_2104_19474_5604	2	4	33.333333	4	1	3	25
M06508_19_000000000-CR8CR_1_2112_14157_16371	1	5	16.666667	6	1	5	16.666666666666664
M06508_8_000000000-JTFYW_1_2109_27560_19182	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_5054_17318	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_18267_11657	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_8421_18787	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_15347_27539	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1111_19052_15205	2	4	33.333333	5	2	3	40
M06508_12_000000000-CJG44_1_1104_23675_16430	3	8	27.272727	8	2	6	25
M06508_9_000000000-JTBW3_1_1105_7423_15040	4	22	15.384615	20	4	16	20
M06508_12_000000000-CJG44_1_1102_2602_15175	1	4	20	4	1	3	25
M06508_16_000000000-CMN9T_1_2102_17238_10748	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1107_28418_15063	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2102_5354_13712	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_14462_4616	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_9530_25743	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_21741_24160	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_13044_17183	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_13703_19887	2	4	33.333333	5	2	3	40
M06508_18_000000000-CNPPR_1_1110_5065_18935	1	8	11.111111	8	1	7	12.5
M06508_12_000000000-CJG44_1_1103_19909_15106	1	30	3.225806	23	1	22	4.3478260869565215
M06508_16_000000000-CMN9T_1_1113_17460_22408	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_25954_13257	5	11	31.25	10	4	6	40
M06508_16_000000000-CMN9T_1_1105_28088_15749	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_17433_21791	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_13175_11425	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_14287_26892	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_19608_26898	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_19745_13566	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_21746_26355	1	3	25	4	1	3	25
M06508_16_000000000-CMN9T_1_1105_23723_21602	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2101_14805_23691	3	24	11.111111	19	1	18	5.263157894736842
M06508_18_000000000-CNPPR_1_2107_11273_3507	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_25551_20550	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_29118_11400	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_18906_28370	1	13	7.142857	14	1	13	7.142857142857142
M06508_18_000000000-CNPPR_1_1109_5137_8968	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2107_27714_15579	2	21	8.695652	17	1	16	5.88235294117647
M06508_16_000000000-CMN9T_1_2107_19630_6102	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_8232_11981	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1114_10205_18409	3	43	6.521739	32	1	31	3.125
M06508_16_000000000-CMN9T_1_1113_17488_18372	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1106_2788_18619	2	3	40	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1104_2518_14059	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_12916_4680	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2109_12525_19624	1	40	2.439024	24	1	23	4.166666666666666
M06508_9_000000000-JTBW3_1_2104_20262_27608	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_20113_24901	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_23954_16830	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_17741_17377	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2114_25358_24071	6	6	50	6	5	1	83.33333333333334
M06508_12_000000000-CJG44_1_1103_22209_24807	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_28469_19490	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_25069_6584	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_20472_18598	3	8	27.272727	7	1	6	14.285714285714285
M06508_12_000000000-CJG44_1_1110_11328_20935	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_19845_11701	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2106_22640_21904	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_14515_3328	5	5	50	3	2	1	66.66666666666666
M06508_18_000000000-CNPPR_1_1112_28158_21605	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_27753_14255	2	11	15.384615	10	1	9	10
M06508_12_000000000-CJG44_1_2110_25674_23061	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_18689_13938	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_8440_22578	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_8240_15800	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_19041_17369	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_5225_20954	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_20527_15546	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_7439_17090	4	4	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_26992_10173	2	19	9.52381	16	1	15	6.25
M06508_16_000000000-CMN9T_1_2101_10122_23163	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_28047_17133	4	4	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_9332_8582	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_9060_21058	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_20268_18475	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_6992_16692	1	5	16.666667	6	1	5	16.666666666666664
M06508_19_000000000-CR8CR_1_2113_4823_20831	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_11347_5353	2	3	40	4	2	2	50
M06508_16_000000000-CMN9T_1_2108_22806_10886	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_14699_20674	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_11569_12024	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1106_10143_23983	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2108_4384_14145	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_19520_18014	1	4	20	4	1	3	25
M06508_16_000000000-CMN9T_1_2103_27968_21105	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2109_9795_4517	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_21902_24904	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1106_15220_8673	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2114_25635_17063	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_10164_9665	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_8565_13186	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_28416_17476	1	42	2.325581	26	1	25	3.8461538461538463
M06508_16_000000000-CMN9T_1_1112_24560_24650	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2103_9656_14940	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_9811_22302	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_26908_11776	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1104_15836_4969	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_16161_6617	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1101_25711_20291	1	2	33.333333	3	1	2	33.33333333333333
