Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_16_000000000-CMN9T_1_2106_21231_27578	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_16599_13541	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_8779_21277	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_23654_19982	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_12983_11479	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_27627_12199	42	61	40.776699	34	20	14	58.82352941176471
M06508_18_000000000-CNPPR_1_1112_13877_11928	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_28096_14754	2	26	7.142857	20	2	18	10
M06508_19_000000000-CR8CR_1_1109_29509_13065	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_20735_17203	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_11821_14496	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_13664_18399	3	55	5.172414	38	2	36	5.263157894736842
M06508_18_000000000-CNPPR_1_1106_5159_8695	1	23	4.166667	20	1	19	5
M06508_12_000000000-CJG44_1_1110_8381_19344	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_17376_15280	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_21251_4028	1	56092	0.001783	674	1	673	0.1483679525222552
M06508_12_000000000-CJG44_1_1109_12608_21549	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_15680_26259	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_11131_22815	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_3579_11258	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_4342_18617	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_10392_17835	1	2	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2113_24149_5769	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_22402_21095	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_15830_5689	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_5326_23692	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_27206_22475	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1106_8963_23919	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_9228_13829	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_20713_26157	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_18115_27226	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_17602_20875	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_8896_3818	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_13259_15715	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_8173_23227	3	7	30	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2103_11217_9117	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_5391_11202	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_6311_12826	1	14	6.666667	9	1	8	11.11111111111111
M06508_9_000000000-JTBW3_1_1105_13699_2799	1	42	2.325581	31	1	30	3.225806451612903
M06508_16_000000000-CMN9T_1_1106_13810_17316	2	30	6.25	26	2	24	7.6923076923076925
M06508_12_000000000-CJG44_1_2112_25574_18240	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_27928_9651	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_22832_11100	3	11	21.428571	9	1	8	11.11111111111111
M06508_8_000000000-JTFYW_1_2108_14381_17162	15	15	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_5995_9544	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_22175_5744	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_23754_8887	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_11082_8154	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_18391_7067	1	5	16.666667	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_2113_22955_5058	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_8124_7664	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_19174_2967	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_15573_6033	1	2	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1110_18957_12635	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_15828_20780	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_13738_13314	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_6352_18001	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_9428_5926	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_14233_5128	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_14142_6235	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1105_4698_17126	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_11250_21616	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_21501_12657	1	9	10	9	1	8	11.11111111111111
M06508_12_000000000-CJG44_1_2110_8942_11521	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_23730_13109	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_14970_19434	23	30	43.396226	9	2	7	22.22222222222222
M06508_16_000000000-CMN9T_1_2107_20285_18135	1	6	14.285714	6	1	5	16.666666666666664
M06508_8_000000000-JTFYW_1_1104_8317_21450	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_18697_15057	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_23538_7640	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_23210_9770	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_19618_19856	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1105_23216_21930	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1108_16736_17132	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1107_16522_15821	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_11376_17563	1	3	25	4	1	3	25
M06508_18_000000000-CNPPR_1_2111_6658_24572	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1110_3033_11550	9	26	25.714286	19	8	11	42.10526315789473
M06508_16_000000000-CMN9T_1_1111_17283_9273	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_12205_16128	22	22	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_18779_26400	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_12020_13452	20	21	48.780488	5	3	2	60
M06508_16_000000000-CMN9T_1_2101_26437_21421	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_21062_5024	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_15869_23673	1	7	12.5	8	1	7	12.5
M06508_19_000000000-CR8CR_1_2102_21065_7388	2	2	50	3	2	1	66.66666666666666
M06508_16_000000000-CMN9T_1_2109_17183_1922	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_8193_11215	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_16570_5287	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_8308_19841	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1114_29191_13578	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_17466_2445	4	4	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_16093_4462	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1108_17723_8834	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2105_11350_9837	2	3	40	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1108_9782_5036	2	30	6.25	17	1	16	5.88235294117647
M06508_16_000000000-CMN9T_1_2101_15305_15856	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_12726_10324	1	7	12.5	6	1	5	16.666666666666664
M06508_9_000000000-JTBW3_1_2105_26646_16604	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_25548_22579	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_12740_22686	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_6467_11595	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_13888_11856	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_11541_24186	4	4	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_25096_6766	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_15903_26313	3	5	37.5	4	2	2	50
M06508_18_000000000-CNPPR_1_1109_24494_22605	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_21754_22035	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_7450_8977	5	5	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_27003_8508	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_16513_19464	1	27	3.571429	22	1	21	4.545454545454546
M06508_16_000000000-CMN9T_1_2104_9536_3105	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_11061_14447	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_4806_18116	6	6	50	3	2	1	66.66666666666666
M06508_16_000000000-CMN9T_1_1102_9715_3953	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_13346_19857	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_9247_25454	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_22201_16101	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_16791_24717	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_8586_10435	1	10	9.090909	9	1	8	11.11111111111111
M06508_16_000000000-CMN9T_1_1114_17756_26898	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_21362_23789	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_6466_23915	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_20615_9041	1	6	14.285714	6	1	5	16.666666666666664
M06508_12_000000000-CJG44_1_2114_23723_25726	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_8746_22404	1	5	16.666667	6	1	5	16.666666666666664
M06508_8_000000000-JTFYW_1_2108_17068_28815	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_14559_5872	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_17649_21694	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_21655_26106	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2105_12399_8089	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_26213_7217	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1104_29297_16754	1	3	25	4	1	3	25
M06508_12_000000000-CJG44_1_1114_28404_10368	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_11098_26461	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_3421_17822	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_18544_20822	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_21826_12942	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_22701_22489	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_13740_13179	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_10061_2700	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_16080_22345	1	16	5.882353	16	1	15	6.25
M06508_18_000000000-CNPPR_1_1109_8426_22940	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_10913_25864	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_11682_17628	1	6	14.285714	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1105_8701_20279	1	7	12.5	4	1	3	25
M06508_19_000000000-CR8CR_1_2113_15884_18730	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_24750_7784	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_23755_25494	6	67	8.219178	46	3	43	6.521739130434782
M06508_16_000000000-CMN9T_1_2101_25215_14398	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_18531_22474	1	3	25	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2108_14416_3712	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_19079_22742	2	38	5	25	1	24	4
M06508_16_000000000-CMN9T_1_2109_23668_19592	2	4	33.333333	4	1	3	25
M06508_16_000000000-CMN9T_1_2103_6856_23782	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_17711_5489	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_21888_24047	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_11080_20187	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_17579_3123	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_7780_16274	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_10460_11735	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_19038_6043	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_11382_22053	1	3	25	4	1	3	25
M06508_18_000000000-CNPPR_1_2101_11264_17886	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_26972_17598	1	11	8.333333	12	1	11	8.333333333333332
M06508_18_000000000-CNPPR_1_2107_2835_20705	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_18542_2541	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_9640_12965	1	5	16.666667	6	1	5	16.666666666666664
M06508_18_000000000-CNPPR_1_2114_22593_17771	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_10678_13080	3	33	8.333333	24	3	21	12.5
M06508_8_000000000-JTFYW_1_1101_23279_8882	1	7	12.5	8	1	7	12.5
M06508_18_000000000-CNPPR_1_2106_2941_10596	2	3	40	4	2	2	50
M06508_9_000000000-JTBW3_1_1103_9421_11489	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_11309_27767	2	11	15.384615	12	2	10	16.666666666666664
M06508_16_000000000-CMN9T_1_2113_6523_8483	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2103_21624_11044	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_23616_13170	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_2171_14152	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_11949_2742	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2103_23440_8785	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_4604_8245	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_16211_10862	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_21172_4212	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_6255_17479	5	85	5.555556	45	3	42	6.666666666666667
M06508_16_000000000-CMN9T_1_1109_20253_7294	2	68	2.857143	52	2	50	3.8461538461538463
M06508_12_000000000-CJG44_1_2114_17270_17681	1	12	7.692308	12	1	11	8.333333333333332
M06508_12_000000000-CJG44_1_2106_28996_13531	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1101_21175_14527	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_25901_10804	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_28333_16342	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_7899_19654	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_25966_16696	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1104_25814_14164	1	14	6.666667	13	1	12	7.6923076923076925
M06508_16_000000000-CMN9T_1_1105_16615_28173	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1101_15129_5640	1	4	20	5	1	4	20
M06508_16_000000000-CMN9T_1_2113_8859_22119	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_3806_9845	17	17	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_14419_5926	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_14810_6445	24	24	50	3	2	1	66.66666666666666
M06508_19_000000000-CR8CR_1_2108_8733_22798	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1103_24649_6829	21	21	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_21441_25364	6	6	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_14960_23487	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_20703_6453	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_7485_17683	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_11470_8778	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_9369_5278	2	3	40	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2104_7586_10747	1	2	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1112_6514_20896	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_15533_7725	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_5011_15477	3	5	37.5	5	2	3	40
M06508_16_000000000-CMN9T_1_2113_17302_4715	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_11847_20123	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_19724_10089	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_8864_5151	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_25404_23622	3	5	37.5	6	3	3	50
M06508_16_000000000-CMN9T_1_1108_4577_15603	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_18389_2418	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_26559_9359	2	33	5.714286	23	1	22	4.3478260869565215
M06508_12_000000000-CJG44_1_1102_26587_12642	62	1136	5.175292	95	1	94	1.0526315789473684
M06508_18_000000000-CNPPR_1_1114_20464_25104	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_28086_8988	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_15478_6225	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_22574_22658	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_11377_28421	1	6	14.285714	7	1	6	14.285714285714285
M06508_18_000000000-CNPPR_1_2107_25358_11170	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_9255_8353	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_8860_14941	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_19930_10453	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_11291_6429	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_15243_25069	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2113_15192_17678	1	14	6.666667	14	1	13	7.142857142857142
M06508_16_000000000-CMN9T_1_1111_26796_17621	3	3	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_18094_6876	1	4	20	4	1	3	25
M06508_12_000000000-CJG44_1_2101_9835_10600	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_2713_13731	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2109_25736_13725	4	4	50	3	2	1	66.66666666666666
M06508_9_000000000-JTBW3_1_1109_14821_7548	90	418	17.716535	20	1	19	5
M06508_9_000000000-JTBW3_1_2104_21413_13426	1	6	14.285714	7	1	6	14.285714285714285
M06508_9_000000000-JTBW3_1_1106_8116_12762	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2112_20179_6848	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_24413_26218	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_24622_22554	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_11535_23754	1	3	25	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2105_13700_17038	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_11952_10768	1	5	16.666667	6	1	5	16.666666666666664
M06508_12_000000000-CJG44_1_2105_10134_21324	158	449	26.029654	29	2	27	6.896551724137931
M06508_16_000000000-CMN9T_1_2114_13748_7006	1	9	10	8	1	7	12.5
M06508_16_000000000-CMN9T_1_1105_10108_17218	1	13	7.142857	10	1	9	10
M06508_16_000000000-CMN9T_1_2107_19575_13090	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_4757_22091	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_20515_19689	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_21608_16293	2	4	33.333333	4	1	3	25
M06508_18_000000000-CNPPR_1_1112_23461_7968	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2109_17009_18734	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_17276_6795	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_18542_13873	1	5	16.666667	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_1113_23677_7113	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_16670_17244	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_16831_17236	3	58019	0.00517	572	3	569	0.5244755244755245
M06508_12_000000000-CJG44_1_1104_8148_18079	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_18100_26350	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_2553_18261	4	13	23.529412	11	3	8	27.27272727272727
M06508_12_000000000-CJG44_1_2111_13311_24309	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_6648_14983	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_27739_13650	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_24593_25594	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_5814_17272	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_10827_15292	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_17513_16148	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_18180_8548	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_5810_20038	4	6	40	4	1	3	25
M06508_18_000000000-CNPPR_1_1113_24068_4759	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_16315_6404	2	6	25	6	2	4	33.33333333333333
M06508_8_000000000-JTFYW_1_1113_6598_23132	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_11825_20695	1250	1328	48.487199	63	4	59	6.349206349206349
M06508_12_000000000-CJG44_1_1113_3129_11735	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2102_14402_24968	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_8505_24582	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_28564_18555	3	3	50	4	3	1	75
M06508_12_000000000-CJG44_1_2110_21677_24283	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_22136_6355	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_21665_19777	1	2	33.333333	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_1110_2665_18455	4	4	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_17789_23487	4	7	36.363636	7	3	4	42.857142857142854
M06508_18_000000000-CNPPR_1_1104_12446_8465	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_8612_13266	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_13130_17423	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_25036_24237	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_11486_11522	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_16092_14749	3	34	8.108108	21	2	19	9.523809523809524
M06508_16_000000000-CMN9T_1_1108_26464_8166	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_5530_7100	1	3	25	4	1	3	25
M06508_18_000000000-CNPPR_1_2104_6310_7204	3	10	23.076923	8	1	7	12.5
M06508_18_000000000-CNPPR_1_2103_11811_18432	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_10337_21597	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_22101_18304	8	13	38.095238	11	5	6	45.45454545454545
M06508_12_000000000-CJG44_1_2111_4644_19518	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_3549_8489	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_27349_8527	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_11650_5589	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_11770_10139	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2101_18795_9631	3	6	33.333333	5	1	4	20
M06508_16_000000000-CMN9T_1_2113_13672_10012	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_4966_10696	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_15203_10637	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_4725_8448	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_19971_4058	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_20451_14979	5	5	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_2574_12250	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_20301_20906	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_17175_28659	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_21945_6391	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_24897_21190	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_15581_6426	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_11164_21484	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_20353_27522	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_26227_15863	1	5	16.666667	5	1	4	20
M06508_19_000000000-CR8CR_1_2107_16691_14977	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_7946_4649	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_12546_5716	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_13291_5898	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_27437_10752	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_14599_9890	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_19694_14073	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1107_20438_4249	1	1	50	2	1	1	50
