Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_12_000000000-CJG44_1_2105_26055_16647	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_12315_15706	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_20879_21218	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_13367_17115	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_20446_3913	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_14819_22438	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_12047_6825	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_8491_11649	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_15978_13310	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_16334_2296	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_26029_15229	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_21130_6056	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_28216_19868	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1104_21154_3434	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_19345_18921	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2108_9134_18103	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_21285_18544	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_21264_20313	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_13016_16548	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_23754_8309	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_13327_17614	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_16728_25674	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_16780_19657	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_13602_15556	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_14875_12890	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2102_26762_23239	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_9142_12393	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_23497_6564	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_27487_20969	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_4571_23670	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_26077_11601	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_14244_19378	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_22340_21415	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_29254_11859	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_26829_12025	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1101_26463_23348	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_11819_10488	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_13781_10806	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_21747_15614	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_23855_24222	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_23792_9122	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_10070_13628	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_28677_15373	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_13804_1547	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_26346_7305	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_13427_8477	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_4427_16316	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_9868_20084	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_15606_16788	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_16046_7689	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_24784_25789	50	62	44.642857	6	2	4	33.33333333333333
M06508_18_000000000-CNPPR_1_2106_13503_23011	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_2810_16727	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_4560_9156	80	131	37.914692	7	1	6	14.285714285714285
M06508_19_000000000-CR8CR_1_1108_18055_12838	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_22345_9075	1	112	0.884956	9	1	8	11.11111111111111
M06508_18_000000000-CNPPR_1_2112_19147_5442	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_16098_3298	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_13207_18919	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_25615_21902	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_14949_28640	36	101	26.277372	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_1112_11783_20993	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_11733_2392	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_22063_21872	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_2515_12548	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_8235_10817	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_2732_14100	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1110_15136_23179	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_17041_21314	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_27197_21304	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_24220_25134	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_22881_12096	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_3833_14843	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2108_21291_19926	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1107_17159_11167	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_19727_27259	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_20626_15049	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_3756_10256	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_18530_15427	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_24776_21430	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_25517_12562	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_11277_14719	6	6	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_13297_15607	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_9250_20517	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_4197_17231	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_12507_5586	139	226	38.082192	15	1	14	6.666666666666667
M06508_19_000000000-CR8CR_1_2109_20889_7952	1	2	33.333333	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_1108_22690_13134	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_9844_21143	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_7201_20237	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_18028_27334	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_27104_20097	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_21968_8233	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_3585_21762	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_7703_8778	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_9638_16874	1	5	16.666667	5	1	4	20
M06508_18_000000000-CNPPR_1_1107_14731_2630	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_3966_16738	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_17956_9351	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_6570_21521	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_26464_17494	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_26819_20166	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2107_12075_21193	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_17050_18181	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_9345_6723	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_18588_7723	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_11688_2774	156	156	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_20027_23596	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_21098_11054	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_4359_21090	16	16	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_8927_18825	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_14874_19221	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_13290_6061	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_22208_10118	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_28374_15828	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_24063_21120	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_7901_12161	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_12274_11157	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_26372_21465	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_25831_7059	1	3	25	4	1	3	25
M06508_18_000000000-CNPPR_1_2102_21008_8668	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_23391_24121	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_15781_16995	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_24021_10248	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_9575_24215	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_12557_27725	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_27517_21157	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_17794_9664	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_9145_17959	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_17404_25221	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_12636_8741	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_12967_8104	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_24610_23846	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1105_15361_13123	236	323	42.218247	14	1	13	7.142857142857142
M06508_8_000000000-JTFYW_1_1109_23009_8872	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_20563_20025	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1103_6913_16418	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_19224_12580	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_23613_5886	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_6231_22657	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_15911_14975	35	35	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_8376_5130	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_20142_24034	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1103_23112_25555	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_11297_14489	14	14	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_12141_11177	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_9742_6681	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1110_21048_11010	5	5	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_20430_5120	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_8033_4073	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_18005_28216	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_29504_15906	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_9960_27404	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_18835_26891	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_11802_17729	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_14748_16886	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_7031_9404	11	11	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_12503_6560	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_14468_21130	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_24917_24152	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_14039_20821	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_22058_10912	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_10954_22835	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_17797_18930	16	842	1.864802	54	1	53	1.8518518518518516
M06508_8_000000000-JTFYW_1_1112_16175_5981	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_13881_17260	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2107_20908_21483	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1103_14887_24491	56	912	5.785124	35	1	34	2.857142857142857
M06508_19_000000000-CR8CR_1_2108_8884_15362	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_26516_17216	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_18689_22525	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_9809_26168	10	10	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_18595_17958	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_12699_16013	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1111_14522_13383	11	15	42.307692	4	1	3	25
M06508_16_000000000-CMN9T_1_1107_27851_16510	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_24335_23634	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_6646_21333	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_10320_5254	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_21509_14498	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_3170_11429	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_19617_21210	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_3777_11120	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_27516_10549	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_20495_14478	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_25162_13665	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_18862_20604	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_25326_7379	11	11	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_16732_23797	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_19528_5675	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_9837_14066	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_15434_21908	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_24410_21949	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_8306_20162	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2102_5151_24430	13	13	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_21502_6020	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_23113_21739	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_18294_16417	2	25	7.407407	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1101_13169_6869	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_10378_8303	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_11047_25905	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_27304_9738	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_24683_7057	2	55	3.508772	14	1	13	7.142857142857142
M06508_18_000000000-CNPPR_1_2110_7929_19773	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_17006_8760	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1107_12571_28420	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2105_19144_23323	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_25412_12902	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_13394_8573	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_13068_17735	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_27931_14548	153	506	23.216995	25	1	24	4
M06508_18_000000000-CNPPR_1_1114_14346_14116	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_14955_9452	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_8007_14594	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_19435_6303	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_14357_12715	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_21800_25413	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_25485_14220	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_11834_15103	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_7766_21696	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_10177_5765	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_28492_20172	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1106_19347_12316	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1108_22426_24845	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_9830_17592	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1107_14001_8156	74	75	49.66443	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2110_20678_15715	16	16	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_4514_12318	1	3	25	4	1	3	25
M06508_19_000000000-CR8CR_1_2101_1961_15094	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2114_17543_24200	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_24742_8024	11	11	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_23302_4791	5	5	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_16152_9073	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_10933_21826	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_19353_25545	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_13002_23773	5	453	1.091703	24	1	23	4.166666666666666
M06508_19_000000000-CR8CR_1_2107_11754_14695	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_9660_17421	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_20006_27584	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_21980_15397	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_24467_5263	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_4399_22500	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_7400_16842	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_13153_11565	2	2	50	3	2	1	66.66666666666666
M06508_8_000000000-JTFYW_1_1106_25496_14251	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_16727_25107	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_9221_27023	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_6451_11044	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_15341_17750	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_23301_19621	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_6999_13593	1	2	33.333333	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_2101_27914_18824	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_2382_14514	298	1137	20.766551	22	1	21	4.545454545454546
M06508_19_000000000-CR8CR_1_2109_22486_24226	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_24242_18794	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_18096_12489	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_23808_7854	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_18749_23424	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_27614_14431	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_10738_12078	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_9284_3517	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_21080_8606	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_16207_8526	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1107_20553_12361	3	24	11.111111	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_2105_7658_8229	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_19446_16213	4	4	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_26629_16578	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_10226_27290	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_17026_11567	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_9034_7211	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2101_4519_18676	63	123	33.870968	4	1	3	25
M06508_16_000000000-CMN9T_1_1110_7159_17266	30	218	12.096774	26	1	25	3.8461538461538463
M06508_19_000000000-CR8CR_1_2104_24997_11653	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2107_26768_19943	14	14	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_21491_11675	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_19892_13388	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2112_13371_20628	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_23076_13740	7	7	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_6939_6199	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_27279_21831	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_8972_22526	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_23822_16803	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_17386_21011	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_18861_27794	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_26134_16737	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_9495_10936	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_20252_3045	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_4473_10603	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_6097_10779	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_26942_19930	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_21698_9087	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_12073_22446	1	6	14.285714	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_1114_28597_19353	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_26457_16447	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_6096_13304	32	471	6.361829	30	1	29	3.3333333333333335
M06508_16_000000000-CMN9T_1_2107_12738_27346	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_18661_8561	1	4	20	5	1	4	20
M06508_16_000000000-CMN9T_1_2107_24143_7241	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2113_23890_23200	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_22912_15138	31	42	42.465753	4	1	3	25
M06508_18_000000000-CNPPR_1_2111_13580_14203	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_5604_10081	19	19	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_24786_21407	155	458	25.285481	28	1	27	3.571428571428571
M06508_8_000000000-JTFYW_1_1109_28920_12640	224	253	46.960168	4	1	3	25
M06508_12_000000000-CJG44_1_2109_24841_22902	14	33	29.787234	11	2	9	18.181818181818183
M06508_12_000000000-CJG44_1_1101_8479_9734	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_17420_15345	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_22370_13587	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_9750_13339	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_12605_2255	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_16810_26365	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_16827_11897	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_9912_23038	1	19	5	13	1	12	7.6923076923076925
M06508_8_000000000-JTFYW_1_2114_11208_17280	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_12202_26129	3	3	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_26598_9707	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_11707_19790	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_2333_14855	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_24313_18098	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_25876_6134	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1104_23328_7571	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_17778_15489	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_7890_15659	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_19205_19298	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_16271_28623	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_27787_17677	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_17839_10912	1	115	0.862069	11	1	10	9.090909090909092
M06508_19_000000000-CR8CR_1_2111_15558_14632	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_22090_5167	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_16949_17990	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_19735_13252	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_17683_15708	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_4762_23916	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_19851_14064	1	1	50	2	1	1	50
